level	seq	type	sourceIndex	text
초등학교	154	vocab	96	A door in the picture opened, and Mina walked on the road. A small note said: “Pressure increases with ocean depth.” The next line said: “Stop adding ingredients to the soup.” One final message read: “Tom has a posterior hip dislocation.” Mina read: “My sister got married in her teens.” A note beside it said: “Allah is in heaven above His throne.” Another line read: “I won't have it good with this bet.” Someone nearby said: “How will we overcome these problems?” The next message said: “Don't translate sentences literally.” A voice from the page added: “Don't touch the pot with bare hands.” Farther down, Mina found: “Academic writing should be evident.” Another clue read: “Do you really think Tom is reliable?” The page continued: “Are you completely out of your mind?” A small note said: “Tom fixed Mary's satellite receiver.” The next line said: “Elias saw a bunch of his classmates.” The team was ready, and Mina took the clue.
초등학교	155	vocab	97	The clue made a new picture, and Mina looked at it. Mina read: “I am afraid I'll be a burden to you.” A note beside it said: “Fascia is made of connective tissue.” Another line read: “Agriculture is in great decline.” Someone nearby said: “She wrote about that in her journal.” The next message said: “He's known for his protest marches.” A voice from the page added: “Facts do not constitute the truth.” Farther down, Mina found: “I can bear witness to his innocence.” Another clue read: “Do Tom and Mary still owe you money?” The page continued: “Sami still has occasional seizures.” A small note said: “Most jellyfish stings aren't deadly.” The next line said: “Could you say that in plain English?” One final message read: “Felix is a slightly paranoid person.” Mina read: “Any insight would be appreciated.” A note beside it said: “It's so obvious we don't need proof.” Mina looked at the picture. The blue letter was there, and she made a new plan.
초등학교	156	vocab	98	The picture changed, and Mina walked with the team. Someone nearby said: “One should love one's mother tongue.” The next message said: “Everybody wants to live in comfort.” A voice from the page added: “I need to clear out my storage unit.” Farther down, Mina found: “I got the autograph of a celebrity.” Another clue read: “He made a gesture to me to run away.” The page continued: “Her idea differs entirely from mine.” A small note said: “Remember to consume a balanced diet.” The next line said: “His skill qualifies him for the job.” One final message read: “He got an unexpected visit from her.” Mina read: “He took out the maximum insurance.” A note beside it said: “It's hard to get by on minimum wage.” Another line read: “Berber is relatively easy to learn.” Someone nearby said: “Have a look at the angle of the cut.” The next message said: “Could you make a reservation for me?” The picture ended, but a red line was on the clue. Mina went on.
초등학교	157	vocab	99	Mina found a new line in the clue and made a plan. Farther down, Mina found: “When she cried, he felt like a heel.” Another clue read: “Can I have a little privacy, please?” The page continued: “What he had said proved to be a myth.” A small note said: “Make the scope of activity global.” The next line said: “The sun is rising above the horizon.” One final message read: “All good music resembles something.” Mina read: “I was absorbed in my daily concerns.” A note beside it said: “Did you know that rotten eggs float?” Another line read: “Children love virtual reality games.” Someone nearby said: “Everyone looks at me like I'm weird.” The next message said: “I finally got past the outer gates.” A voice from the page added: “I feel somehow linked to that place.” Farther down, Mina found: “Let's see if this motor still works.” Another clue read: “Each sheet bears a number in sequence.” Mina read the clue and found the road.
초등학교	158	vocab	100	A door in the picture opened, and Mina walked on the road. A small note said: “The compact edition is inexpensive.” The next line said: “Tom studied economics at university.” One final message read: “It hurts because it's an open wound.” Mina read: “I like to see comedy in the theater.” A note beside it said: “A giraffe's coat is adapted to its habitat.” Another line read: “He underwent very heavy questioning.” Someone nearby said: “About thirty people have registered.” The next message said: “Can you distinguish barley from wheat?” A voice from the page added: “Her generosity seemed to be endless.” Farther down, Mina found: “I wanted to say something meaningful.” Another clue read: “Mercury has pockets of frozen water.” The page continued: “I largely agree with what you said.” A small note said: “They made an assault on the summit.” The next line said: “Marilla had problems with her lungs.” The team was ready, and Mina took the clue.
초등학교	159	vocab	101	The clue made a new picture, and Mina looked at it. Mina read: “Mix baking powder with wheat flour.” A note beside it said: “It's a miracle that I'm still alive.” Another line read: “Mary gave half her money to charity.” Someone nearby said: “I know Tom used to be a coal miner.” The next message said: “A famous architect built this house.” A voice from the page added: “He persuaded her to change her mind.” Farther down, Mina found: “I swear by the beard of the prophet.” Another clue read: “Dare you ask him about the accident?” The page continued: “I want to be an electrical engineer.” A small note said: “Recently we have had many mild days.” The next line said: “I don't think that Tom is conscious.” One final message read: “I am currently staying at the hotel.” Mina read: “I thought I would die from laughter.” A note beside it said: “I like eating asparagus with salmon.” Mina looked at the picture. The blue letter was there, and she made a new plan.
초등학교	160	vocab	102	The picture changed, and Mina walked with the team. Someone nearby said: “I just don't get modern sculpture.” The next message said: “He was able to ski down the slope.” A voice from the page added: “A bishop covers 7 to 13 squares.” Farther down, Mina found: “I'm tired to the point of collapse.” Another clue read: “Where's the tire pump for the bicycle?” The page continued: “That custom is on the decrease.” A small note said: “Paul began his job hunt in April.” The next line said: “Most of the snow has melted already.” One final message read: “He's generous, so let's go with him.” Mina read: “They are only bold in what they say.” A note beside it said: “My children are very precious to me.” Another line read: “He is frequently absent from school.” Someone nearby said: “The boy knows how to throw a curve.” The next message said: “Feminine logic is not always logical.” The picture ended, but a red line was on the clue. Mina went on.
초등학교	161	vocab	103	Mina found a new line in the clue and made a plan. Farther down, Mina found: “I think that time is of the essence.” Another clue read: “He's living on unemployment benefits.” The page continued: “She injured her elbow when she fell.” A small note said: “Every Van Gujjar buffalo has a name.” The next line said: “It really hits the nail on the head.” One final message read: “He's motivated to do that, isn't he?” Mina read: “This will restrict storage space.” A note beside it said: “Forgive me if I don't act surprised.” Another line read: “I don't think that that's realistic.” Someone nearby said: “Abstract art is hard to understand.” The next message said: “As a Muslim, I find this ridiculous.” A voice from the page added: “Meanwhile, Mary is laying the table.” Farther down, Mina found: “Have you ever been inside this cave?” Another clue read: “Name three countries in Southwest Asia.” Mina read the clue and found the road.
초등학교	162	vocab	104	A door in the picture opened, and Mina walked on the road. A small note said: “I didn't notice the mud on my shoes.” The next line said: “We got off with a slap on the wrist.” One final message read: “He came out from behind the curtain.” Mina read: “At the centre of the park is a pond.” A note beside it said: “It looked tough to achieve his aim.” Another line read: “How many days comprise a leap year?” Someone nearby said: “His works will endure for centuries.” The next message said: “He behaves like a tyrant towards us.” A voice from the page added: “To err is human, to forgive divine.” Farther down, Mina found: “I need an expert on tropical plants.” Another clue read: “A calamity was avoided by sheer luck.” The page continued: “I didn't do that entirely on my own.” A small note said: “Playing the English horn isn't easy.” The next line said: “Sami is a sixteen year old freshman.” The team was ready, and Mina took the clue.
초등학교	163	vocab	105	The clue made a new picture, and Mina looked at it. Mina read: “Linda filed for a legal separation.” A note beside it said: “Tom doesn't share Mary's enthusiasm.” Another line read: “He seems to have much in reserve.” Someone nearby said: “You've severely sprained your thumb.” The next message said: “A light rain made the sidewalks wet.” A voice from the page added: “Sami was trying to rebuild his life.” Farther down, Mina found: “I knew that someone would rescue us.” Another clue read: “He was punished for drunken driving.” The page continued: “Secure the door before you leave.” A small note said: “It's never possible to be neutral.” The next line said: “This sad story had a tragic ending.” One final message read: “I've been watching Tom very closely.” Mina read: “She forged her boss's the signature.” A note beside it said: “I pressed my forehead against Tom's.” Mina looked at the picture. The blue letter was there, and she made a new plan.
초등학교	164	vocab	106	The picture changed, and Mina walked with the team. Someone nearby said: “Are you a journalist or a detective?” The next message said: “All countries need an exit strategy.” A voice from the page added: “Sami stuck the needle into his hand.” Farther down, Mina found: “At that time, I'm always at the gym.” Another clue read: “Boston will be my first destination.” The page continued: “I didn't have to cancel my vacation.” A small note said: “Add eggs and mix until just blended.” The next line said: “Dan didn't even hesitate to do that.” One final message read: “He's way more experienced than I am.” Mina read: “The place isn't accessible by land.” A note beside it said: “He said some nasty things about her.” Another line read: “Our goal is primarily educational.” Someone nearby said: “My parents were running a silk farm.” The next message said: “He's foaming at the mouth with rage.” The picture ended, but a red line was on the clue. Mina went on.
초등학교	165	vocab	107	Mina found a new line in the clue and made a plan. Farther down, Mina found: “I believe that the tide is turning.” Another clue read: “There's no shortage of toilet paper.” The page continued: “The monument was set up in the park.” A small note said: “I doubt the accuracy of the report.” The next line said: “I don't owe you my undying loyalty.” One final message read: “God has blessed me to become Muslim.” Mina read: “The Soviet Union dissolved in 1991.” A note beside it said: “Ziri didn't interact with the ghost.” Another line read: “Don't be embarrassed by who you are.” Someone nearby said: “He was very hurt by her cruel words.” The next message said: “He's a loyal citizen of his country.” A voice from the page added: “He very rarely does that by himself.” Farther down, Mina found: “He made a polite bow to his teacher.” Another clue read: “How often do you take a bubble bath?” Mina read the clue and found the road.
초등학교	166	vocab	108	A door in the picture opened, and Mina walked on the road. A small note said: “All glory comes from daring to begin.” The next line said: “Every merchant praises their goods.” One final message read: “I just need to blow off some steam.” Mina read: “He went to a college of agriculture.” A note beside it said: “Tom has disappeared without a trace.” Another line read: “Let your belly button piercing heal.” Someone nearby said: “His manners proclaim him a gentleman.” The next message said: “He boasted of having won the prize.” A voice from the page added: “He is rich and, moreover, well-born.” Farther down, Mina found: “I cannot slaughter a bull by myself.” Another clue read: “The state – no, empire, was all his.” The page continued: “Many people study biology in school.” A small note said: “First, spread the puzzle pieces out.” The next line said: “I am Christian but I don't eat pork.” The team was ready, and Mina took the clue.
초등학교	167	vocab	109	The clue made a new picture, and Mina looked at it. Mina read: “Empathy is not the same as sympathy.” A note beside it said: “Esther has irritable bowel syndrome.” Another line read: “Mennad's helmet is too small for me.” Someone nearby said: “I looked cautiously over the cliff.” The next message said: “He sent me a letter of appreciation.” A voice from the page added: “Sami became emotionally overwhelmed.” Farther down, Mina found: “A gust of wind swelled the sails.” Another clue read: “Dick is occasionally late to school.” The page continued: “Does anyone have some liquid paper?” A small note said: “It's necessary to clean the filter.” The next line said: “I felt a burning sensation all over.” One final message read: “He's involved in giraffe conservation.” Mina read: “Look at all the trash in this house!” A note beside it said: “Please cut along the dotted line.” Mina looked at the picture. The blue letter was there, and she made a new plan.
초등학교	168	vocab	110	The picture changed, and Mina walked with the team. Someone nearby said: “Don't discount that possibility.” The next message said: “I can't protect you from the jungle.” A voice from the page added: “Even the hands of the robot are warm.” Farther down, Mina found: “The Earth is not a perfect sphere.” Another clue read: “America abolished slavery in 1863.” The page continued: “His memory is rapidly deteriorating.” A small note said: “How many hours do you normally work?” The next line said: “I initially thought the same thing.” One final message read: “All of you behave similarly.” Mina read: “I haven't eaten properly for a week.” A note beside it said: “Gunter's truck was nowhere in sight.” Another line read: “Don't eat peanuts and then kiss her.” Someone nearby said: “Kipper ties were briefly in fashion.” The next message said: “He burned for his moment of triumph.” The picture ended, but a red line was on the clue. Mina went on.
초등학교	169	vocab	111	Mina found a new line in the clue and made a plan. Farther down, Mina found: “The interval lasts for ten minutes.” Another clue read: “I can't find my safety deposit key.” The page continued: “A beard does not make a philosopher.” A small note said: “She drank the juice through a straw.” The next line said: “I am sure she can have no objection.” One final message read: “Furthermore, I don't know how to dance.” Mina read: “Everything happened simultaneously.” A note beside it said: “Tuareg men dress traditionally.” Another line read: “I don't know this problem altogether.” Someone nearby said: “Keep both feet firmly on the ground.” The next message said: “Paper production increases annually.” A voice from the page added: “I can't trust Tom for all his charm.” Farther down, Mina found: “He's officially in the TV business.” Another clue read: “Honesty is no guarantee of success.” Mina read the clue and found the road.
초등학교	170	vocab	112	A door in the picture opened, and Mina walked on the road. A small note said: “An atom is smaller than a molecule.” The next line said: “It was as cold as a block of marble.” One final message read: “The arrow missed him and hit a tree.” Mina read: “The avocado is rich in nutrients.” A note beside it said: “Are these light bulbs a safety hazard?” Another line read: “I'm holding on as tightly as I can.” Someone nearby said: “I'll make sure Tom gets home safely.” The next message said: “A giraffe kick is incredibly strong.” A voice from the page added: “I was mentally and physically tired.” Farther down, Mina found: “Supposedly, Tom is a good carpenter.” Another clue read: “The storm severely damaged the crops.” The team was ready, and Mina took the clue.
중학교	1	story	1	Mina worked on a report about a city district that had lost the public record. Without that record, innocent families carried blame for an old crime, while a group with power controlled the public story.
중학교	2	vocab	1	A family at the city had seen the team. Mina read: “Trang's party was like a wake.” A note beside it said: “Help me get past the security guard.” Another line read: “Don't desert me here in the desert!” Someone nearby said: “But listen to the rest of the story.” The next message said: “About this time, the disease slowed.” A voice from the page added: “Do you think Tom is still committed?” Farther down, Mina found: “Sami agreed to babysit the children.” Another clue read: “The boy has a huge bump on his head.” The page continued: “It seemed the Village of the Dead.” A small note said: “Do you really think Tom is innocent?” The next line said: “I can't write with this dull pencil.” One final message read: “Tom is in reasonably good health.” Mina read: “Gaza is the biggest prison on Earth.” A note beside it said: “Does he want to go back to the army?” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	3	phrasal	1	The next file contained statements from several sources connected to the investigation. The first account said: We all must do without something, child. Another message read: Not in a cloud of dust, but creeping up until I had to slacken speed or go by. A second source added: And they were more than six times as likely to get into Oxford or Cambridge. One more note said: Henry took out his wallet. The last account in the group read: She comes across as very self-confident. Mina recorded the statements separately, marked the points that could be verified, and continued the investigation.
중학교	4	vocab	2	Mina asked the family at the door for help. Someone nearby said: “Almost all the prisoners were alive.” The next message said: “They confused the names of the sender and the addressee.” A voice from the page added: “This animal is the size of a beaver.” Farther down, Mina found: “The bakery is near the butcher shop.” Another clue read: “M, B, and P are bilabial consonants.” The page continued: “Karl was devastated by Rima’s death.” A small note said: “Now let me entertain you with music.” The next line said: “Mary is a spoiled rich daddy's girl.” One final message read: “Isn't that a spaghetti western, Tom?” Mina read: “He studies Arabic contemporary art.” A note beside it said: “His way of thinking is very childish.” Another line read: “Does Tom still have a crush on Mary?” Someone nearby said: “I wonder what the fuss is all about.” The next message said: “Baya was wearing a traditional gown.” The picture ended, but a red line was on the report. Mina went on.
중학교	5	phrasal	2	Mina compared another group of records before deciding what could be treated as evidence. The first account said: At that time, teaching jobs abroad were hard to come by. Another message read: She was even ready to try out side A of the first of the commercial cassettes. A second source added: Always keep to the speed limit. One more note said: It is only a beginning for others to consider, follow and use to bring about change. The last account in the group read: Write down seven words that describe how you feel. The accounts did not all agree, but together they exposed another gap in the public record.
중학교	6	vocab	3	A family at the city had seen the team. Farther down, Mina found: “My dad used to have a herd of goats.” Another clue read: “In the end she chose another kitten.” The page continued: “A dream of mankind becomes reality.” A small note said: “The motherland should be loved by all.” The next line said: “I didn't know Tom was Mary's nephew.” One final message read: “How do scientists detect exoplanets?” Mina read: “Sami is a Canadian Muslim convert.” A note beside it said: “I can't conceive of her deceiving me.” Another line read: “Which executioner is more humane?” Someone nearby said: “I know Tom isn't a very picky eater.” The next message said: “Ziri is 100% transparent with Rima.” A voice from the page added: “A niece is the daughter of a sister.” Farther down, Mina found: “John gave up looking for the parrot.” Another clue read: “He made a mistake and drank poison.” Mina read the report and found the road.
중학교	7	phrasal	3	A new set of witness accounts complicated the public version of the case. The first account said: She is intending to stand for parliament. Another message read: This season’s results have been disappointing set against last year’s. A second source added: The two addresses Liz had just read out were identical with the ones Rachel Lieberman had already given me. One more note said: Mina added the points up after the game. The last account in the group read: She’s really starting to grow up now. Mina added the supported details to her notes and kept the original sources unchanged.
중학교	8	vocab	4	Mina asked the family at the door for help. A small note said: “Raspberries are my favourite berry.” The next line said: “Remove the hair with a razor blade.” One final message read: “Do you really not like strawberries?” Mina read: “Do you know how to play the trumpet?” A note beside it said: “Borrow one from the ward library.” Another line read: “She's just trying to manipulate you.” Someone nearby said: “A helicopter came to evacuate Ziri.” The next message said: “I must flee or I will be imprisoned.” A voice from the page added: “Tatoeba was temporarily unavailable.” Farther down, Mina found: “He realized he'd been unreasonable.” Another clue read: “British police arrested Assange.” The page continued: “Tom is a wizard and Mary is a witch.” A small note said: “He lives in a segregrated community.” The next line said: “It's possible there was voter fraud.” The team was ready, and Mina took the report.
중학교	9	phrasal	4	Before updating the report, Mina reviewed several independent statements from the district. The first account said: It is time for the government to step in. Another message read: He paid with a cheque drawn on his company’s account. A second source added: Guidelines have been drawn up for dealing with emergencies. One more note said: The judge will sum up the evidence tomorrow. The last account in the group read: She lost her parents and we've struggled to keep our business from going under. The evidence now pointed to the next part of the record, so Mina continued tracing the case.
중학교	10	vocab	5	A family at the city had seen the team. Mina read: “I suggested the wrong route to them.” A note beside it said: “Three military personnel were wounded.” Another line read: “Just getting tested was a nightmare.” Someone nearby said: “The bag is hanging on the coat hook.” The next message said: “He is a nominee in four award categories.” A voice from the page added: “Do you recognize any of these names?” Farther down, Mina found: “Let's see if we can accommodate you.” Another clue read: “I persevere and thrive on adversity.” The page continued: “Big Ben's clock is an English icon.” A small note said: “Sami was a professional dog trainer.” The next line said: “I might want to forage for berries.” One final message read: “Barbados is a member of the Commonwealth.” Mina read: “Dissidents aren't tolerated here.” A note beside it said: “I don't want to look like a donkey.” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	11	phrasal	5	The next file contained statements from several sources connected to the investigation. The first account said: That is the message to get across. Another message read: It is the core idea that people who want different things can still get along. A second source added: Think it out properly before you make a decision. One more note said: She’d have to think up a good reason for being late. The last account in the group read: Having come this far, she was determined to see things through. Mina recorded the statements separately, marked the points that could be verified, and continued the investigation.
중학교	12	vocab	6	Mina asked the family at the door for help. Someone nearby said: “A housewife has many domestic duties.” The next message said: “I'm having trouble with my roommate.” A voice from the page added: “I'm drinking sage tea.” Farther down, Mina found: “Tom is as giddy as a schoolgirl.” Another clue read: “How many kinds of sonnet are there?” The page continued: “His stepfather just died a year ago.” A small note said: “His stepmother just died a year ago.” The next line said: “About thirty villagers were injured.” One final message read: “Our rear will be protected.” Mina read: “Every school has a schoolyard bully.” A note beside it said: “Congress asked for more information.” Another line read: “Mennad is a mental health advocate.” Someone nearby said: “Mary is a dialogue police officer.” The next message said: “A small European shop opened inside.” The picture ended, but a red line was on the report. Mina went on.
중학교	13	phrasal	6	Mina compared another group of records before deciding what could be treated as evidence. The first account said: She wanted out of the jail cell so badly she started to scream. Another message read: They give off a very white light, and sound as if they're liable to explode any minute. A second source added: I needed to work off some of that Mediterranean Stew before I got in the pool. One more note said: He just wanted to put across his opinion. The last account in the group read: How much money should he put aside? The accounts did not all agree, but together they exposed another gap in the public record.
중학교	14	vocab	7	A family at the city had seen the team. Farther down, Mina found: “Tom is a building contractor.” Another clue read: “In this area, Berber speakers far outnumber their Arabic counterparts.” The page continued: “Do you have any Japanese newspapers?” A small note said: “The elder gods are waking up.” The next line said: “Mary is a Taekwondo practitioner.” One final message read: “Tom works as an associate at Walmart.” Mina read: “The pioneers met with many dangers.” A note beside it said: “I heard they found an alien artifact on the moon.” Another line read: “There were a lot of riots that year.” Someone nearby said: “It's very difficult to prove arson.” The next message said: “The bellboy will show you to your room.” A voice from the page added: “Arise, children of the fatherland!” Farther down, Mina found: “My grandad doesn't drive any more.” Another clue read: “Sami decided to become a homosexual.” Mina read the report and found the road.
중학교	15	phrasal	7	A new set of witness accounts complicated the public version of the case. The first account said: Savers who have diligently put away money all their lives are unlikely to spend it in one go. Another message read: He was rushed to hospital in the German capital where his shoulder was put back in place. A second source added: `I suppose I've got enough money put by to last him some time: after all, I'd heard his wife's decision to leave him. One more note said: The government has put forth a modest plan to streamline the whole system. The last account in the group read: We have to try and keep costs down. Mina added the supported details to her notes and kept the original sources unchanged.
중학교	16	vocab	8	Mina asked the family at the door for help. A small note said: “My mommy and daddy won't forget me.” The next line said: “Sami had a wealthy papa.” One final message read: “Tom was as excited as a schoolboy.” Mina read: “Tom and Mary are building a snowman.” A note beside it said: “I'll play a sonata for you.” The team was ready, and Mina took the report.
중학교	17	phrasal	8	Before updating the report, Mina reviewed several independent statements from the district. The first account said: Would you let the dog out, please? Another message read: My family has always helped me out. A second source added: Here problems are talked through and a consensus emerges. One more note said: The trousers were very tight-fitting, showing off her slim figure. The last account in the group read: She had come this far, she decided, so she might as well play out the drama to the end. The evidence now pointed to the next part of the record, so Mina continued tracing the case.
중학교	18	vocab	9	The red line ended at a house, and Mina went in. Mina read: “I would never join a secret society.” A note beside it said: “Sami bought that from his drugstore.” Another line read: “Apples are produced in this district.” Someone nearby said: “The pictures are representative.” The next message said: “Some English adverbs function as adjectives.” A voice from the page added: “Today has been a bust... a bummer!” Farther down, Mina found: “How dare you embarrass me like that!” Another clue read: “The room is furnished with two beds.” The page continued: “Both Tom and Mary were absent today.” A small note said: “I'm starting to think you're a fake.” The next line said: “Tom is a notorious procrastinator.” One final message read: “I was actively learning Berber.” Mina read: “I'd like to get off at Fifth Avenue.” A note beside it said: “She asked me to come to her bedside.” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	19	phrasal	9	The next file contained statements from several sources connected to the investigation. The first account said: They can hold off the vote until the election. Another message read: I was trying to hold my marriage together. A second source added: Chavasse raised his right arm to bring down the edge of his hand. One more note said: The match has been brought forward to 1.00 pm. The last account in the group read: Could you write out exactly what you need me to do? Mina recorded the statements separately, marked the points that could be verified, and continued the investigation.
중학교	20	vocab	10	In a quiet room, the report made a new picture. Someone nearby said: “We'd like to confirm our booking.” The next message said: “Naturally 2. is a subject complement.” A voice from the page added: “The little dog had his own cushion.” Farther down, Mina found: “He dreams of becoming a firefighter.” Another clue read: “He rented the garment for the day.” The page continued: “Parrots can imitate the human voice.” A small note said: “All the children will be liberated.” The next line said: “I wasn't trying to mislead anyone.” One final message read: “A new person runs the federal bank.” Mina read: “Most of these products are domestic.” A note beside it said: “Mr. White is a liberal politician.” Another line read: “Reportedly, there were no casualties.” Someone nearby said: “Tom is our soccer team's goalkeeper.” The next message said: “Carbon dioxide is a greenhouse gas.” The picture ended, but a red line was on the report. Mina went on.
중학교	21	phrasal	10	Mina compared another group of records before deciding what could be treated as evidence. The first account said: She fully intended to write up a report for the file on Jennifer Spencer. Another message read: He lined the ball up and kicked it straight into the net. A second source added: Borrowers can also pay back the equity loan early to increase their share in the property. One more note said: We paid out more than expected for the repairs. The last account in the group read: We’re waiting for the insurance company to pay up. The accounts did not all agree, but together they exposed another gap in the public record.
중학교	22	vocab	11	The red line ended at a house, and Mina went in. Farther down, Mina found: “This hip-hop artist wears a grill.” Another clue read: “The groom hid inside the wedding cake.” The page continued: “Can you help me get this hatch open?” A small note said: “Does the landlord want a deposition?” The next line said: “We stopped at the lodge overnight.” One final message read: “They were undressed when I came in.” Mina read: “He is employed as an animal trainer.” A note beside it said: “I cast my fishing line into the sea.” Another line read: “A preliminary hearing is scheduled for October 20th.” Someone nearby said: “A dense hedge surrounded the garden.” The next message said: “I'm often accused of being arrogant.” A voice from the page added: “In the pharmacy we can buy medicine.” Farther down, Mina found: “The postman brings the post indoors.” Another clue read: “I'm interested in oriental pottery.” Mina read the report and found the road.
중학교	23	phrasal	11	A new set of witness accounts complicated the public version of the case. The first account said: We stopped off in town on the way to Jenni’s house. Another message read: Somebody in the crowd began to speak out at this, but was hushed as the Jaff looked in their direction. A second source added: You have to speak up. The people in the back can’t hear you. One more note said: Leah read a hidden promise into the friendly message. The last account in the group read: The other directors have offered to buy me out. Mina added the supported details to her notes and kept the original sources unchanged.
중학교	24	vocab	12	In a quiet room, the report made a new picture. A small note said: “He has a real issue with pronouns.” The next line said: “Maria is busy stripping in some pub.” One final message read: “Is there a home remedy for headache?” Mina read: “What's your favorite spectator sport?” A note beside it said: “My mother has a laptop and a tablet.” Another line read: “Facebook implemented a new feature.” Someone nearby said: “There's a hosepipe ban this summer.” The next message said: “Dan likes to bully new recruits.” A voice from the page added: “Tom is too literal about everything.” Farther down, Mina found: “The more the other side argues its supposed merits, the less I like this proposed legislation.” Another clue read: “Collective interests must be protected.” The page continued: “A tense is the way we speak about time.” A small note said: “Tom saw the gunman pull the trigger.” The next line said: “Everything in this wardrobe can go.” The team was ready, and Mina took the report.
중학교	25	phrasal	12	Before updating the report, Mina reviewed several independent statements from the district. The first account said: Or perhaps buy up the outstanding outside holdings to prevent any attempt at a stand-off. Another message read: Fireworks were lighting up the night sky. A second source added: Both actors have the stylish self-confidence needed to carry off these roles. One more note said: You are not allowed to carry over holiday entitlement from one year into the next. The last account in the group read: Rachel was listening in on our conversation. The evidence now pointed to the next part of the record, so Mina continued tracing the case.
중학교	26	vocab	13	The red line ended at a house, and Mina went in. Mina read: “I received a circular from the bank.” A note beside it said: “Idleness is the mother of all vices.” Another line read: “Tom Jackson is the executive director.” Someone nearby said: “Mennad went to a mental institution.” The next message said: “Was the new version easy to install?” A voice from the page added: “He did the reverse of what I asked.” Farther down, Mina found: “Churches enforce a strict dress code.” Another clue read: “I persuaded him to consult a doctor.” The page continued: “Our ship sailed by favorable wind.” A small note said: “The noise was disturbing my reading.” The next line said: “I don't think the jury believed Tom.” One final message read: “To begin with, its theme is obscure.” Mina read: “The motion is proposed and seconded.” A note beside it said: “The regime in China is a rigid one.” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	27	phrasal	13	The next file contained statements from several sources connected to the investigation. The first account said: They’re banking on him to save the match. Another message read: It took me several hours to fill out the application form. A second source added: He sized up the situation and immediately decided what to do. One more note said: She’s decided to sign up for evening classes. The last account in the group read: The receptionist checked us in. Mina recorded the statements separately, marked the points that could be verified, and continued the investigation.
중학교	28	vocab	14	In a quiet room, the report made a new picture. Someone nearby said: “Andy is master of French and German.” The next message said: “2005 was a bad year for music sector.” A voice from the page added: “Translation is a scholarly discipline.” Farther down, Mina found: “The commander refused to negotiate.” Another clue read: “He went in front of this commission.” The page continued: “It is difficult to execute the task.” A small note said: “I think that Tom has been suspended.” The next line said: “We certainly don't endorse that.” One final message read: “Don't gang up against your sister.” Mina read: “The filing cabinet drawers are open.” A note beside it said: “He has a PhD's degree in statistics.” Another line read: “Tom is the official spokesman.” Someone nearby said: “Are you going to mow the lawn today?” The next message said: “Marie tried to cover up the scandal.” The picture ended, but a red line was on the report. Mina went on.
중학교	29	phrasal	14	Mina compared another group of records before deciding what could be treated as evidence. The first account said: I checked out two science books today. Another message read: That tree in the neighbour’s garden blocks out a lot of light. A second source added: Please help me clean the kitchen up. One more note said: Her own future had been mapped out for her by her parents. The last account in the group read: I always said – and Rick will bear me out – that this wouldn’t work. The accounts did not all agree, but together they exposed another gap in the public record.
중학교	30	vocab	15	The red line ended at a house, and Mina went in. Farther down, Mina found: “Betel nuts come from the betel palm.” Another clue read: “Taiwan is one of China's provinces.” The page continued: “Have you played The Legend of Zelda?” A small note said: “You have many herbs in this garden.” The next line said: “My specialty is particle physics.” One final message read: “Be careful or you'll strip the gears.” Mina read: “How often do you edit your profile?” A note beside it said: “Tom was reprimanded for interfering.” Another line read: “The last house was Tom's residence.” Someone nearby said: “Do you have assembly instructions?” The next message said: “The hardware store is near the park.” A voice from the page added: “Lukas reached the circuit breakers.” Farther down, Mina found: “The UK is shrinking in output this year.” Another clue read: “How can this magic seal be removed?” Mina read the report and found the road.
중학교	31	story	2	A damaged file arrived with a map and a warning. Mina began to investigate the case, compare the sources, and publish only the facts that the sources could support.
중학교	32	phrasal	15	A new set of witness accounts complicated the public version of the case. The first account said: I know it's boring, but bear with me for a bit. Another message read: Rob’s laughter rang out in the large room. A second source added: The kids made off when they heard us coming. One more note said: The teacher told me off for talking again today. The last account in the group read: Now, and again due to Abramov's skills, they were poised to bring off an even bigger coup. Mina added the supported details to her notes and kept the original sources unchanged.
중학교	33	vocab	16	In a quiet room, the report made a new picture. A small note said: “Felix was sitting there, in a booth.” The next line said: “My favourite anime genre is isekai.” One final message read: “Classification is not my specialty.” Mina read: “His party's rally was in September.” A note beside it said: “He went to the front of the mansion.” Another line read: “Why do sheep not shrink in the rain?” Someone nearby said: “Don't let anything else distract us.” The next message said: “I transmitted the message to Tom.” A voice from the page added: “There's nothing like cottage cheese.” Farther down, Mina found: “There's an apostrophe missing.” Another clue read: “Do you know anything about astronomy?” The page continued: “Bangladesh Bank's policy making is based on the audit report.” A small note said: “Being tired is not a badge of honor.” The next line said: “A space is missing before the colon.” The team was ready, and Mina took the report.
중학교	34	phrasal	16	Before updating the report, Mina reviewed several independent statements from the district. The first account said: Don’t wait up for me, I’ll be very late tonight. Another message read: Most of the time he just picks at his food. A second source added: He lost millions in royalties after being forced to sign away the licensing rights to the Soviet Union. One more note said: They just laughed off the rumours that they are getting married. The last account in the group read: I made half-hearted attempts to cry off, but they both insisted. The evidence now pointed to the next part of the record, so Mina continued tracing the case.
